FormID,EditorID,Name,References
04052B92,SUM_ElvenBowPoisonDmg04,Elven Short Bow of Rot,0001D28F
04052B9E,SUM_ElvenBowWeaknessToFire05,Elven Short Bow of Ruinous Fire,0001D28D
04052B9A,SUM_ElvenBowWeaknessToFrost05,Elven Short Bow of Ruinous Frost,0001D28E
04052B8F,SUM_ElvenBowWeaknessToPoison05,Elven Short Bow of Ruinous Poison,0001D28F
04052B7E,SUM_ElvenBowWeaknessToShock05,Elven Short Bow of Ruinous Shock,0001D290
04052BA1,SUM_ElvenBowFireHazard03,Elven Short Bow of Scorching Blasts,0001D28D
04052BA3,SUM_ElvenBowBlindness05,Elven Short Bow of Shadows,0001D28C
04052B79,SUM_ElvenBowShiftingEarth03,Elven Short Bow of Shifting Earth,0001D291
04052B81,SUM_ElvenBowShockHazard03,Elven Short Bow of Shock Blasts,0001D290
04051A6A,SUM_ElvenBowFireDmgLingering04,Elven Short Bow of Smoldering,0001D292
04051A61,SUM_ElvenBowDischarge03,Elven Short Bow of Spoliation,0001D293
04052B74,SUM_ElvenBowPrimal05,Elven Short Bow of the All-Maker,0001D291
04052BA8,SUM_ElvenBowDeathsDoor04,Elven Short Bow of the Fates,0001D28C
04052B91,SUM_ElvenBowRoulette04,Elven Short Bow of the Fool,0001D28F
04052B8D,SUM_ElvenBowRoulette05,Elven Short Bow of the Jester,0001D28F
04052BA7,SUM_ElvenBowBlindness04,Elven Short Bow of the Night,0001D28C
04052B7C,SUM_ElvenBowPrimal03,Elven Short Bow of the Shaman,0001D291
04052B78,SUM_ElvenBowPrimal04,Elven Short Bow of the Skaal,0001D291
04051A70,SUM_ElvenBowShiftingEarth05,Elven Short Bow of the Standing Stones,0001D291
04051A58,SUM_ElvenBowCmdDaedra05,Elven Short Bow of the Summoner,0001D293
04052BA4,SUM_ElvenBowDeathsDoor05,Elven Short Bow of the Wyress,0001D28C
04052B7F,SUM_ElvenBowShockHazard04,Elven Short Bow of Thunder Blasts,0001D290
04052B8B,SUM_ElvenBowHiddenSerpent04,Elven Short Bow of Vipers,0008CAD3
04051A6B,SUM_ElvenBowDisableRegeneration04,Elven Short Bow of Wilting,0001D292
04051A6F,SUM_ElvenBowDisableRegeneration03,Elven Short Bow of Withering,0001D292
040529A0,SUM_GlassBowHiddenSerpent05,Glass Short Bow of Adders,000899CF
04052991,SUM_GlassBowSlayLiving04,Glass Short Bow of Ashes,000899D1
04051865,SUM_GlassBowDisableRegeneration05,Glass Short Bow of Atrophy,000899D2
0405186A,SUM_GlassBowDrainArmor03,Glass Short Bow of Bending,000899D2
040529C7,SUM_GlassBowBlindness03,Glass Short Bow of Blackness,000899CB
040529B9,SUM_GlassBowFireHazard05,Glass Short Bow of Blazing Blasts,000899CC
040529B0,SUM_GlassBowPoisonDmg03,Glass Short Bow of Blight,000899CE
04051866,SUM_GlassBowDrainArmor04,Glass Short Bow of Buckling,000899D2
04052994,SUM_GlassBowKillstreak03,Glass Short Bow of Butchery,000899D1
040529C1,SUM_GlassBowLaunch05,Glass Short Bow of Catapulting,000899CB
040529B3,SUM_GlassBowFrostHazard05,Glass Short Bow of Chilling Blasts,000899CD
0405185A,SUM_GlassBowCmdDaedra04,Glass Short Bow of Command,000899D3
040529A8,SUM_GlassBowPoisonDmg05,Glass Short Bow of Corruption,000899CE
04051862,SUM_GlassBowDrainArmor05,Glass Short Bow of Crumpling,000899D2
04051863,SUM_GlassBowBattleHunger05,Glass Short Bow of Curses,000899D2
040529BE,SUM_GlassBowWeaknessToFire03,Glass Short Bow of Deadly Fire,000899CC
040529B8,SUM_GlassBowWeaknessToFrost03,Glass Short Bow of Deadly Frost,000899CD
040529B1,SUM_GlassBowWeaknessToPoison03,Glass Short Bow of Deadly Poison,000899CE
0405299C,SUM_GlassBowWeaknessToShock03,Glass Short Bow of Deadly Shocks,000899D0
0405185B,SUM_GlassBowDischarge04,Glass Short Bow of Depletion,000899D3
0405298D,SUM_GlassBowSlayLiving05,Glass Short Bow of Disintegration,000899D1
0405298F,SUM_GlassBowShiftingEarth04,Glass Short Bow of Druids,000899D1
04052995,SUM_GlassBowSlayLiving03,Glass Short Bow of Dust,000899D1
040529AA,SUM_GlassBowBleedDamage05,Glass Short Bow of Exsanguination,000899CE
0405298C,SUM_GlassBowKillstreak05,Glass Short Bow of Extermination,000899D1
040529BB,SUM_GlassBowFireHazard04,Glass Short Bow of Fire Blasts,000899CC
040529AF,SUM_GlassBowRoulette03,Glass Short Bow of Fortune,000899CE
040529B5,SUM_GlassBowFrostHazard04,Glass Short Bow of Freezing Blasts,000899CD
0405186F,SUM_GlassBowLaunch03,Glass Short Bow of Giants,000899CB
04052990,SUM_GlassBowKillstreak04,Glass Short Bow of Gore,000899D1
040529A4,SUM_GlassBowStealWeapons04,Glass Short Bow of Grappling,000899CF
040529AE,SUM_GlassBowBleedDamage04,Glass Short Bow of Gutting,000899CE
04051870,SUM_GlassBowFrenzy03,Glass Short Bow of Havoc,000899CB
040529A6,SUM_GlassBowHeal04,Glass Short Bow of Healing,000899CF
040529B2,SUM_GlassBowBleedDamage03,Glass Short Bow of Hemorrhaging,000899CE
0405299F,SUM_GlassBowStealWeapons05,Glass Short Bow of Hooks,000899CF
04051867,SUM_GlassBowBattleHunger04,Glass Short Bow of Hunger,000899D2
040529C5,SUM_GlassBowLaunch04,Glass Short Bow of Hurling,000899CB
040529B7,SUM_GlassBowFrostHazard03,Glass Short Bow of Ice Blasts,000899CD
04051864,SUM_GlassBowFireDmgLingering05,Glass Short Bow of Ignition,000899D2
04051872,SUM_GlassBowInsult05,Glass Short Bow of Indignities,000899CA
04051875,SUM_GlassBowInsult04,Glass Short Bow of Insults,000899CA
04051857,SUM_GlassBowDischarge05,Glass Short Bow of Interference,000899D3
0405186B,SUM_GlassBowBattleHunger03,Glass Short Bow of Jinxes,000899D2
040529BC,SUM_GlassBowWeaknessToFire04,Glass Short Bow of Lethal Fire,000899CC
040529B6,SUM_GlassBowWeaknessToFrost04,Glass Short Bow of Lethal Frost,000899CD
040529AD,SUM_GlassBowWeaknessToPoison04,Glass Short Bow of Lethal Poison,000899CE
0405299A,SUM_GlassBowWeaknessToShock04,Glass Short Bow of Lethal Shocks,000899D0
04052997,SUM_GlassBowShockHazard05,Glass Short Bow of Lightning Blasts,000899D0
040529C2,SUM_GlassBowFrenzy05,Glass Short Bow of Mayhem,000899CB
040529A1,SUM_GlassBowHeal05,Glass Short Bow of Mercy,000899CF
040529C8,SUM_GlassBowDeathsDoor03,Glass Short Bow of Mortality,000899CB
04051861,SUM_GlassBowSunDamage03,Glass Short Bow of Noon,000899D3
0405186C,SUM_GlassBowFireDmgLingering03,Glass Short Bow of Pain,000899D2
04051874,SUM_GlassBowPowerSurge04,Glass Short Bow of Power Unbound,000899CA
04051871,SUM_GlassBowPowerSurge05,Glass Short Bow of Power Unfettered,000899CA
0405185D,SUM_GlassBowSunDamage04,Glass Short Bow of Radiance,000899D3
040529C6,SUM_GlassBowFrenzy04,Glass Short Bow of Rage,000899CB
04051859,SUM_GlassBowSunDamage05,Glass Short Bow of Resplendence,000899D3
040529AC,SUM_GlassBowPoisonDmg04,Glass Short Bow of Rot,000899CE
040529BA,SUM_GlassBowWeaknessToFire05,Glass Short Bow of Ruinous Fire,000899CC
040529B4,SUM_GlassBowWeaknessToFrost05,Glass Short Bow of Ruinous Frost,000899CD
040529A9,SUM_GlassBowWeaknessToPoison05,Glass Short Bow of Ruinous Poison,000899CE
04052998,SUM_GlassBowWeaknessToShock05,Glass Short Bow of Ruinous Shock,000899D0
040529BD,SUM_GlassBowFireHazard03,Glass Short Bow of Scorching Blasts,000899CC
040529BF,SUM_GlassBowBlindness05,Glass Short Bow of Shadows,000899CB
04052993,SUM_GlassBowShiftingEarth03,Glass Short Bow of Shifting Earth,000899D1
0405299B,SUM_GlassBowShockHazard03,Glass Short Bow of Shock Blasts,000899D0
04051868,SUM_GlassBowFireDmgLingering04,Glass Short Bow of Smoldering,000899D2
0405185F,SUM_GlassBowDischarge03,Glass Short Bow of Spoliation,000899D3
0405298E,SUM_GlassBowPrimal05,Glass Short Bow of the All-Maker,000899D1
040529C4,SUM_GlassBowDeathsDoor04,Glass Short Bow of the Fates,000899CB
040529AB,SUM_GlassBowRoulette04,Glass Short Bow of the Fool,000899CE
040529A7,SUM_GlassBowRoulette05,Glass Short Bow of the Jester,000899CE
040529C3,SUM_GlassBowBlindness04,Glass Short Bow of the Night,000899CB
04052996,SUM_GlassBowPrimal03,Glass Short Bow of the Shaman,000899D1
04052992,SUM_GlassBowPrimal04,Glass Short Bow of the Skaal,000899D1
0405186E,SUM_GlassBowShiftingEarth05,Glass Short Bow of the Standing Stones,000899D1
04051856,SUM_GlassBowCmdDaedra05,Glass Short Bow of the Summoner,000899D3
040529C0,SUM_GlassBowDeathsDoor05,Glass Short Bow of the Wyress,000899CB
04052999,SUM_GlassBowShockHazard04,Glass Short Bow of Thunder Blasts,000899D0
040529A5,SUM_GlassBowHiddenSerpent04,Glass Short Bow of Vipers,000899CF
04051869,SUM_GlassBowDisableRegeneration04,Glass Short Bow of Wilting,000899D2
0405186D,SUM_GlassBowDisableRegeneration03,Glass Short Bow of Withering,000899D2
04051D9A,SUM_HuntingBowDrainArmor03,Hunting Short Bow of Bending,000AE732
04052F76,SUM_HuntingBowBlindness03,Hunting Short Bow of Blackness,000AE72C
04052F71,SUM_HuntingBowBleedDamage01,Hunting Short Bow of Bleeding,000AE72F
04052F69,SUM_HuntingBowPoisonDamage03,Hunting Short Bow of Blight,000AE72F
04052F7A,SUM_HuntingBowBlindness02,Hunting Short Bow of Blinding,000AE72C
04052F59,SUM_HuntingBowKillstreak03,Hunting Short Bow of Butchery,000AE731
04052F5D,SUM_HuntingBowKillstreak02,Hunting Short Bow of Carnage,000AE731
04051D9E,SUM_HuntingBowDrainArmor02,Hunting Short Bow of Crushing,000AE732
04052F5E,SUM_HuntingBowSlayLiving02,Hunting Short Bow of Culling,000AE731
04051D99,SUM_HuntingBowSunDamage01,Hunting Short Bow of Dawn,000AE733
04051D95,SUM_HuntingBowSunDamage02,Hunting Short Bow of Daylight,000AE733
04051DAA,SUM_HuntingBowWeaknessToFire03,Hunting Short Bow of Deadly Fire,000AE72D
04052F73,SUM_HuntingBowWeaknessToFrost03,Hunting Short Bow of Deadly Frost,000AE72E
04052F6A,SUM_HuntingBowWeaknessToPoison03,Hunting Short Bow of Deadly Poison,000AE72F
04052F65,SUM_HuntingBowWeaknessToShock03,Hunting Short Bow of Deadly Shocks,000AE730
04051DA2,SUM_HuntingBowDrainArmor01,Hunting Short Bow of Denting,000AE732
04052F7E,SUM_HuntingBowBlindness01,Hunting Short Bow of Dimming,000AE72C
04052F62,SUM_HuntingBowSlayLiving01,Hunting Short Bow of Doom,000AE731
04052F5A,SUM_HuntingBowSlayLiving03,Hunting Short Bow of Dust,000AE731
04051DA5,SUM_HuntingBowDisableRegeneration01,Hunting Short Bow of Dying,000AE732
04051DAB,SUM_HuntingBowWeaknessToFire02,Hunting Short Bow of Fire Vulnerability,000AE72D
04051E60,SUM_HuntingBowWeaknessToFire01,Hunting Short Bow of Fire Weakness,000AE72D
04052F68,SUM_HuntingBowRoulette03,Hunting Short Bow of Fortune,000AE72F
04052F7D,SUM_HuntingBowFrenzy02,Hunting Short Bow of Frenzy,000AE72C
04052F74,SUM_HuntingBowWeaknessToFrost02,Hunting Short Bow of Frost Vulnerability,000AE72E
04052F75,SUM_HuntingBowWeaknessToFrost01,Hunting Short Bow of Frost Weakness,000AE72E,04221842
04051DA8,SUM_HuntingBowFrenzy01,Hunting Short Bow of Fury,000AE72C
04052F78,SUM_HuntingBowLaunch03,Hunting Short Bow of Giants,000AE72C
04052F79,SUM_HuntingBowFrenzy03,Hunting Short Bow of Havoc,000AE72C
04052F6B,SUM_HuntingBowBleedDamage03,Hunting Short Bow of Hemorrhaging,000AE72F
04052F72,SUM_HuntingBowFrostHazard03,Hunting Short Bow of Ice Blasts,000AE72E
04051D9B,SUM_HuntingBowBattleHunger03,Hunting Short Bow of Jinxes,000AE732
04051DA0,SUM_HuntingBowFireDmgLingering02,Hunting Short Bow of Lingering Fire,000AE732
04052F77,SUM_HuntingBowDeathsDoor03,Hunting Short Bow of Mortality,000AE72C
04051D91,SUM_HuntingBowSunDamage03,Hunting Short Bow of Noon,000AE733
04051D9C,SUM_HuntingBowFireDmgLingering03,Hunting Short Bow of Pain,000AE732
04052F70,SUM_HuntingBowPoisonDamage01,Hunting Short Bow of Poison,000AE72F
04051DA9,SUM_HuntingBowFireHazard03,Hunting Short Bow of Scorching Blasts,000AE72D
04051DA6,SUM_HuntingBowShiftingEarth03,Hunting Short Bow of Shifting Earth,000AE731
04052F64,SUM_HuntingBowShockHazard03,Hunting Short Bow of Shock Blasts,000AE730
04052F66,SUM_HuntingBowWeaknessToShock02,Hunting Short Bow of Shock Vulnerability,000AE730
04052F67,SUM_HuntingBowWeaknessToShock01,Hunting Short Bow of Shock Weakness,000AE730
04051D93,SUM_HuntingBowDischarge02,Hunting Short Bow of Shorting,000AE733
04052F7C,SUM_HuntingBowLaunch02,Hunting Short Bow of Slinging,000AE72C
04051D8F,SUM_HuntingBowDischarge03,Hunting Short Bow of Spoliation,000AE733
04052F5B,SUM_HuntingBowPrimal03,Hunting Short Bow of the Shaman,000AE731
04052F6D,SUM_HuntingBowPoisonDamage02,Hunting Short Bow of Venom,000AE72F
04051DA1,SUM_HuntingBowDisableRegeneration02,Hunting Short Bow of Wasting,000AE732
04051D9D,SUM_HuntingBowDisableRegeneration03,Hunting Short Bow of Withering,000AE732
04052F6E,SUM_HuntingBowBleedDamage02,Hunting Short Bow of Wounding,000AE72F
04051C52,SUM_ImperialBowDrainArmor03,Imperial Short Bow of Bending,000AE73A
04052D81,SUM_ImperialBowBlindness03,Imperial Short Bow of Blackness,000AE734
04052D78,SUM_ImperialBowBleedDamage01,Imperial Short Bow of Bleeding,000AE737
04052D70,SUM_ImperialBowPoisonDamage03,Imperial Short Bow of Blight,000AE737
04052D85,SUM_ImperialBowBlindness02,Imperial Short Bow of Blinding,000AE734
04052D60,SUM_ImperialBowKillstreak03,Imperial Short Bow of Butchery,000AE739
04052D64,SUM_ImperialBowKillstreak02,Imperial Short Bow of Carnage,000AE739
04051C56,SUM_ImperialBowDrainArmor02,Imperial Short Bow of Crushing,000AE73A
04052D65,SUM_ImperialBowSlayLiving02,Imperial Short Bow of Culling,000AE739
04051C51,SUM_ImperialBowSunDamage01,Imperial Short Bow of Dawn,000AE73B
04051C4D,SUM_ImperialBowSunDamage02,Imperial Short Bow of Daylight,000AE73B
04052D7E,SUM_ImperialBowWeaknessToFire03,Imperial Short Bow of Deadly Fire,000AE735
04052D7A,SUM_ImperialBowWeaknessToFrost03,Imperial Short Bow of Deadly Frost,000AE736
04052D71,SUM_ImperialBowWeaknessToPoison03,Imperial Short Bow of Deadly Poison,000AE737
04052D6C,SUM_ImperialBowWeaknessToShock03,Imperial Short Bow of Deadly Shocks,000AE738
04051C5A,SUM_ImperialBowDrainArmor01,Imperial Short Bow of Denting,000AE73A
04052D89,SUM_ImperialBowBlindness01,Imperial Short Bow of Dimming,000AE734
04052D69,SUM_ImperialBowSlayLiving01,Imperial Short Bow of Doom,000AE739
04052D61,SUM_ImperialBowSlayLiving03,Imperial Short Bow of Dust,000AE739
04051C5D,SUM_ImperialBowDisableRegeneration01,Imperial Short Bow of Dying,000AE73A
04052D7F,SUM_ImperialBowWeaknessToFire02,Imperial Short Bow of Fire Vulnerability,000AE735
04052D80,SUM_ImperialBowWeaknessToFire01,Imperial Short Bow of Fire Weakness,000AE735
04052D6F,SUM_ImperialBowRoulette03,Imperial Short Bow of Fortune,000AE737
04052D88,SUM_ImperialBowFrenzy02,Imperial Short Bow of Frenzy,000AE734
04052D7B,SUM_ImperialBowWeaknessToFrost02,Imperial Short Bow of Frost Vulnerability,000AE736
04052D7C,SUM_ImperialBowWeaknessToFrost01,Imperial Short Bow of Frost Weakness,000AE736
04051C60,SUM_ImperialBowFrenzy01,Imperial Short Bow of Fury,000AE734
04052D83,SUM_ImperialBowLaunch03,Imperial Short Bow of Giants,000AE734
04052D84,SUM_ImperialBowFrenzy03,Imperial Short Bow of Havoc,000AE734
04052D72,SUM_ImperialBowBleedDamage03,Imperial Short Bow of Hemorrhaging,000AE737
04052D79,SUM_ImperialBowFrostHazard03,Imperial Short Bow of Ice Blasts,000AE736
04051C53,SUM_ImperialBowBattleHunger03,Imperial Short Bow of Jinxes,000AE73A
04051C58,SUM_ImperialBowFireDmgLingering02,Imperial Short Bow of Lingering Fire,000AE73A,04221842
04052D82,SUM_ImperialBowDeathsDoor03,Imperial Short Bow of Mortality,000AE734
04051C49,SUM_ImperialBowSunDamage03,Imperial Short Bow of Noon,000AE73B
04051C54,SUM_ImperialBowFireDmgLingering03,Imperial Short Bow of Pain,000AE73A
04052D77,SUM_ImperialBowPoisonDamage01,Imperial Short Bow of Poison,000AE737
04052D7D,SUM_ImperialBowFireHazard03,Imperial Short Bow of Scorching Blasts,000AE735
04051C5E,SUM_ImperialBowShiftingEarth03,Imperial Short Bow of Shifting Earth,000AE739
04052D6B,SUM_ImperialBowShockHazard03,Imperial Short Bow of Shock Blasts,000AE738
04052D6D,SUM_ImperialBowWeaknessToShock02,Imperial Short Bow of Shock Vulnerability,000AE738
04052D6E,SUM_ImperialBowWeaknessToShock01,Imperial Short Bow of Shock Weakness,000AE738
04051C4B,SUM_ImperialBowDischarge02,Imperial Short Bow of Shorting,000AE73B
04052D87,SUM_ImperialBowLaunch02,Imperial Short Bow of Slinging,000AE734
04051C47,SUM_ImperialBowDischarge03,Imperial Short Bow of Spoliation,000AE73B
04052D62,SUM_ImperialBowPrimal03,Imperial Short Bow of the Shaman,000AE739
04052D74,SUM_ImperialBowPoisonDamage02,Imperial Short Bow of Venom,000AE737
04051C59,SUM_ImperialBowDisableRegeneration02,Imperial Short Bow of Wasting,000AE73A
04051C55,SUM_ImperialBowDisableRegeneration03,Imperial Short Bow of Withering,000AE73A
04052D75,SUM_ImperialBowBleedDamage02,Imperial Short Bow of Wounding,000AE737
040536CA,SUM_NordicBowHiddenSerpent05,Nordic Short Bow of Adders,0302B0B3
040536D8,SUM_NordicBowSlayLiving04,Nordic Short Bow of Ashes,0302B0B5
0425E46F,SUM_NordicBowChaosDmg03_B,Nordic Short Bow of Atmora,0302C48C,04221842
040536E9,SUM_NordicBowDisableRegeneration05,Nordic Short Bow of Atrophy,0302B0B6
0425E470,SUM_NordicBowChaosDmg03_C,Nordic Short Bow of Battlecries,0302C48C
040536DE,SUM_NordicBowDrainArmor03,Nordic Short Bow of Bending,0302B0B6
040536A6,SUM_NordicBowBlindness03,Nordic Short Bow of Blackness,0302B0AF
040536B6,SUM_NordicBowFireHazard05,Nordic Short Bow of Blazing Blasts,0302B0B0
040536BF,SUM_NordicBowPoisonDamage03,Nordic Short Bow of Blight,0302B0B2
0425E471,SUM_NordicBowChaosDmg04_B,Nordic Short Bow of Booming,0302C48C
040536E2,SUM_NordicBowDrainArmor04,Nordic Short Bow of Buckling,0302B0B6
040536D3,SUM_NordicBowKillstreak03,Nordic Short Bow of Butchery,0302B0B5
040536B0,SUM_NordicBowLaunch05,Nordic Short Bow of Catapulting,0302B0AF
040536BC,SUM_NordicBowFrostHazard05,Nordic Short Bow of Chilling Blasts,0302B0B1
040536EE,SUM_NordicBowCmdDaedra04,Nordic Short Bow of Command,0302B0B7
04051649,SUM_NordicBowPoisonDamage05,Nordic Short Bow of Corruption,0302B0B2
040536E6,SUM_NordicBowDrainArmor05,Nordic Short Bow of Crumpling,0302B0B6
040536E7,SUM_NordicBowBattleHunger05,Nordic Short Bow of Curses,0302B0B6
040536B3,SUM_NordicBowWeaknessToFire03,Nordic Short Bow of Deadly Fire,0302B0B0
040536B9,SUM_NordicBowWeaknessToFrost03,Nordic Short Bow of Deadly Frost,0302B0B1
040536C0,SUM_NordicBowWeaknessToPoison03,Nordic Short Bow of Deadly Poison,0302B0B2
040536CD,SUM_NordicBowWeaknessToShock03,Nordic Short Bow of Deadly Shocks,0302B0B4
040536EF,SUM_NordicBowDischarge04,Nordic Short Bow of Depletion,0302B0B7
040536DC,SUM_NordicBowSlayLiving05,Nordic Short Bow of Disintegration,0302B0B5
040536D6,SUM_NordicBowShiftingEarth04,Nordic Short Bow of Druids,0302B0B5
040536D4,SUM_NordicBowSlayLiving03,Nordic Short Bow of Dust,0302B0B5
0405164B,SUM_NordicBowBleedDamage05,Nordic Short Bow of Exsanguination,0302B0B2
040536DB,SUM_NordicBowKillstreak05,Nordic Short Bow of Extermination,0302B0B5
040536B4,SUM_NordicBowFireHazard04,Nordic Short Bow of Fire Blasts,0302B0B0
040536BE,SUM_NordicBowRoulette03,Nordic Short Bow of Fortune,0302B0B2
040536BA,SUM_NordicBowFrostHazard04,Nordic Short Bow of Freezing Blasts,0302B0B1
040536A8,SUM_NordicBowLaunch03,Nordic Short Bow of Giants,0302B0AF
040536D7,SUM_NordicBowKillstreak04,Nordic Short Bow of Gore,0302B0B5
040536C4,SUM_NordicBowStealWeapons04,Nordic Short Bow of Grappling,0302B0B3
04051647,SUM_NordicBowBleedDamage04,Nordic Short Bow of Gutting,0302B0B2
040536A9,SUM_NordicBowFrenzy03,Nordic Short Bow of Havoc,0302B0AF
040536C6,SUM_NordicBowHeal04,Nordic Short Bow of Healing,0302B0B3
040536C1,SUM_NordicBowBleedDamage03,Nordic Short Bow of Hemorrhaging,0302B0B2
040536C9,SUM_NordicBowStealWeapons05,Nordic Short Bow of Hooks,0302B0B3
040536E3,SUM_NordicBowBattleHunger04,Nordic Short Bow of Hunger,0302B0B6
040536AC,SUM_NordicBowLaunch04,Nordic Short Bow of Hurling,0302B0AF
040536B8,SUM_NordicBowFrostHazard03,Nordic Short Bow of Ice Blasts,0302B0B1
040536E8,SUM_NordicBowFireDmgLingering05,Nordic Short Bow of Ignition,0302B0B6
040536A4,SUM_NordicBowInsult05,Nordic Short Bow of Indignities,0302B0AE
040536A1,SUM_NordicBowInsult04,Nordic Short Bow of Insults,0302B0AE
040536F3,SUM_NordicBowDischarge05,Nordic Short Bow of Interference,0302B0B7
040536DF,SUM_NordicBowBattleHunger03,Nordic Short Bow of Jinxes,0302B0B6
040536B5,SUM_NordicBowWeaknessToFire04,Nordic Short Bow of Lethal Fire,0302B0B0
040536BB,SUM_NordicBowWeaknessToFrost04,Nordic Short Bow of Lethal Frost,0302B0B1
04051646,SUM_NordicBowWeaknessToPoison04,Nordic Short Bow of Lethal Poison,0302B0B2
040536CF,SUM_NordicBowWeaknessToShock04,Nordic Short Bow of Lethal Shocks,0302B0B4
040536D0,SUM_NordicBowShockHazard05,Nordic Short Bow of Lightning Blasts,0302B0B4
040536B1,SUM_NordicBowFrenzy05,Nordic Short Bow of Mayhem,0302B0AF
040536CB,SUM_NordicBowHeal05,Nordic Short Bow of Mercy,0302B0B3,04221842
040536A7,SUM_NordicBowDeathsDoor03,Nordic Short Bow of Mortality,0302B0AF
040536ED,SUM_NordicBowSunDamage03,Nordic Short Bow of Noon,0302B0B7
040536E0,SUM_NordicBowFireDmgLingering03,Nordic Short Bow of Pain,0302B0B6
040536A0,SUM_NordicBowPowerSurge04,Nordic Short Bow of Power Unbound,0302B0AE
040536A3,SUM_NordicBowPowerSurge05,Nordic Short Bow of Power Unfettered,0302B0AE
040536F1,SUM_NordicBowSunDamage04,Nordic Short Bow of Radiance,0302B0B7
040536AD,SUM_NordicBowFrenzy04,Nordic Short Bow of Rage,0302B0AF
040536F5,SUM_NordicBowSunDamage05,Nordic Short Bow of Resplendence,0302B0B7
04051645,SUM_NordicBowPoisonDamage04,Nordic Short Bow of Rot,0302B0B2
040536B7,SUM_NordicBowWeaknessToFire05,Nordic Short Bow of Ruinous Fire,0302B0B0
040536BD,SUM_NordicBowWeaknessToFrost05,Nordic Short Bow of Ruinous Frost,0302B0B1
0405164A,SUM_NordicBowWeaknessToPoison05,Nordic Short Bow of Ruinous Poison,0302B0B2
040536D1,SUM_NordicBowWeaknessToShock05,Nordic Short Bow of Ruinous Shock,0302B0B4
040536B2,SUM_NordicBowFireHazard03,Nordic Short Bow of Scorching Blasts,0302B0B0
040536AE,SUM_NordicBowBlindness05,Nordic Short Bow of Shadows,0302B0AF
040536D2,SUM_NordicBowShiftingEarth03,Nordic Short Bow of Shifting Earth,0302B0B5
040536CC,SUM_NordicBowShockHazard03,Nordic Short Bow of Shock Blasts,0302B0B4
040536E4,SUM_NordicBowFireDmgLingering04,Nordic Short Bow of Smoldering,0302B0B6
040536EB,SUM_NordicBowDischarge03,Nordic Short Bow of Spoliation,0302B0B7
0425E474,SUM_NordicBowChaosDmg05_C,Nordic Short Bow of Tempests,0302C48C
040536DD,SUM_NordicBowPrimal05,Nordic Short Bow of the All-Maker,0302B0B5
0425E473,SUM_NordicBowChaosDmg05_B,Nordic Short Bow of the Ancients,0302C48C
040536AB,SUM_NordicBowDeathsDoor04,Nordic Short Bow of the Fates,0302B0AF
04051644,SUM_NordicBowRoulette04,Nordic Short Bow of the Fool,0302B0B2
04051648,SUM_NordicBowRoulette05,Nordic Short Bow of the Jester,0302B0B2
040536AA,SUM_NordicBowBlindness04,Nordic Short Bow of the Night,0302B0AF
040536D5,SUM_NordicBowPrimal03,Nordic Short Bow of the Shaman,0302B0B5
040536D9,SUM_NordicBowPrimal04,Nordic Short Bow of the Skaal,0302B0B5
040536DA,SUM_NordicBowShiftingEarth05,Nordic Short Bow of the Standing Stones,0302B0B5
040536F2,SUM_NordicBowCmdDaedra05,Nordic Short Bow of the Summoner,0302B0B7
040536AF,SUM_NordicBowDeathsDoor05,Nordic Short Bow of the Wyress,0302B0AF
040536CE,SUM_NordicBowShockHazard04,Nordic Short Bow of Thunder Blasts,0302B0B4
040536C5,SUM_NordicBowHiddenSerpent04,Nordic Short Bow of Vipers,0302B0B3
0425E472,SUM_NordicBowChaosDmg04_C,Nordic Short Bow of Warcries,0302C48C
040536E5,SUM_NordicBowDisableRegeneration04,Nordic Short Bow of Wilting,0302B0B6
040536E1,SUM_NordicBowDisableRegeneration03,Nordic Short Bow of Withering,0302B0B6
04052D32,SUM_OrcishBowSlayLiving04,Orcish Short Bow of Ashes,000AE741
04051C3B,SUM_OrcishBowDrainArmor03,Orcish Short Bow of Bending,000AE742
04052D5A,SUM_OrcishBowBlindness03,Orcish Short Bow of Blackness,000AE73C
04052D46,SUM_OrcishBowPoisonDmg03,Orcish Short Bow of Blight,000AE73F
04052D5E,SUM_OrcishBowBlindness02,Orcish Short Bow of Blinding,000AE73C
04051C37,SUM_OrcishBowDrainArmor04,Orcish Short Bow of Buckling,000AE742
04052D35,SUM_OrcishBowKillstreak03,Orcish Short Bow of Butchery,000AE741
04052D39,SUM_OrcishBowKillstreak02,Orcish Short Bow of Carnage,000AE741
04051C2B,SUM_OrcishBowCmdDaedra04,Orcish Short Bow of Command,000AE743,04221842
04051C3F,SUM_OrcishBowDrainArmor02,Orcish Short Bow of Crushing,000AE742
04052D3A,SUM_OrcishBowSlayLiving02,Orcish Short Bow of Culling,000AE741
04051C36,SUM_OrcishBowSunDamage02,Orcish Short Bow of Daylight,000AE743
04052D54,SUM_OrcishBowWeaknessToFire03,Orcish Short Bow of Deadly Fire,000AE73D
04052D4F,SUM_OrcishBowWeaknessToFrost03,Orcish Short Bow of Deadly Frost,000AE73E
04052D47,SUM_OrcishBowWeaknessToPoison03,Orcish Short Bow of Deadly Poison,000AE73F
04052D3F,SUM_OrcishBowWeaknessToShock03,Orcish Short Bow of Deadly Shocks,000AE740
04051C2C,SUM_OrcishBowDischarge04,Orcish Short Bow of Depletion,000AE743
